,,,,,,"B-16 MARGINAL WORKERS AND NON WORKERS SEEKING/ AVAILABLE FOR WORK CLASSIFIED BY EDUCATIONAL LEVEL, AGE AND SEX - 2011",,,,,,,,,,,,,,,,,,,,,,,,
Table,State,District,Area,Total/,Marginal,Educational ,Total,,,Age-Group,,,,,,,,,,,,,,,,,,,,
Name,Code,Code,Name,Rural/,and,level,,,,5-14,,,15-19,,,20-24,,,25-29,,,30-34,,,35+,,,Age not stated,,
,,,,Urban,Non-workers,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females
,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0616,23,000,State - MADHYA PRADESH,Total,Marginal workers seeking / available for work,Total,4454051.0,2400133.0,2053918.0,106307.0,57620.0,48687.0,558899.0,336210.0,222689.0,795902.0,472786.0,323116.0,660861.0,366939.0,293922.0,560653.0,286523.0,274130.0,1768623.0,878425.0,890198.0,2806.0,1630.0,1176.0
B0616,23,000,State - MADHYA PRADESH,Total,Marginal workers seeking / available for work,Illiterate,2084012.0,747970.0,1336042.0,39515.0,18965.0,20550.0,140254.0,59175.0,81079.0,223938.0,77753.0,146185.0,252029.0,84535.0,167494.0,267517.0,85289.0,182228.0,1159759.0,421875.0,737884.0,1000.0,378.0,622.0
B0616,23,000,State - MADHYA PRADESH,Total,Marginal workers seeking / available for work,Literate,2370039.0,1652163.0,717876.0,66792.0,38655.0,28137.0,418645.0,277035.0,141610.0,571964.0,395033.0,176931.0,408832.0,282404.0,126428.0,293136.0,201234.0,91902.0,608864.0,456550.0,152314.0,1806.0,1252.0,554.0
B0616,23,000,State - MADHYA PRADESH,Total,Marginal workers seeking / available for work,Literate but below matric/secondary,1738076.0,1180503.0,557573.0,63597.0,36742.0,26855.0,342317.0,225166.0,117151.0,403163.0,270921.0,132242.0,279766.0,184673.0,95093.0,204539.0,133773.0,70766.0,443674.0,328520.0,115154.0,1020.0,708.0,312.0
B0616,23,000,State - MADHYA PRADESH,Total,Marginal workers seeking / available for work,Matric/secondary but below graduate,366700.0,292976.0,73724.0,0.0,0.0,0.0,52884.0,37066.0,15818.0,112054.0,86118.0,25936.0,71988.0,57919.0,14069.0,48551.0,40192.0,8359.0,80904.0,71442.0,9462.0,319.0,239.0,80.0
