,,,,,,"B-16 MARGINAL WORKERS AND NON WORKERS SEEKING/ AVAILABLE FOR WORK CLASSIFIED BY EDUCATIONAL LEVEL, AGE AND SEX - 2011",,,,,,,,,,,,,,,,,,,,,,,,
Table,State,District,Area,Total/,Marginal,Educational ,Total,,,Age-Group,,,,,,,,,,,,,,,,,,,,
Name,Code,Code,Name,Rural/,and,level,,,,5-14,,,15-19,,,20-24,,,25-29,,,30-34,,,35+,,,Age not stated,,
,,,,Urban,Non-workers,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females
,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0616,13,000,State - NAGALAND,Total,Marginal workers seeking / available for work,Total,70081.0,35503.0,34578.0,6478.0,3421.0,3057.0,14597.0,7889.0,6708.0,18175.0,9586.0,8589.0,12979.0,6485.0,6494.0,7324.0,3534.0,3790.0,10495.0,4575.0,5920.0,33.0,13.0,20.0
B0616,13,000,State - NAGALAND,Total,Marginal workers seeking / available for work,Illiterate,9512.0,4250.0,5262.0,1302.0,702.0,600.0,1554.0,816.0,738.0,1557.0,772.0,785.0,1270.0,540.0,730.0,901.0,363.0,538.0,2925.0,1054.0,1871.0,3.0,3.0,0.0
B0616,13,000,State - NAGALAND,Total,Marginal workers seeking / available for work,Literate,60569.0,31253.0,29316.0,5176.0,2719.0,2457.0,13043.0,7073.0,5970.0,16618.0,8814.0,7804.0,11709.0,5945.0,5764.0,6423.0,3171.0,3252.0,7570.0,3521.0,4049.0,30.0,10.0,20.0
B0616,13,000,State - NAGALAND,Total,Marginal workers seeking / available for work,Literate but below matric/secondary,34374.0,17438.0,16936.0,4997.0,2619.0,2378.0,8748.0,4744.0,4004.0,7753.0,4215.0,3538.0,5164.0,2500.0,2664.0,3075.0,1415.0,1660.0,4626.0,1942.0,2684.0,11.0,3.0,8.0
B0616,13,000,State - NAGALAND,Total,Marginal workers seeking / available for work,Matric/secondary but below graduate,16598.0,8700.0,7898.0,0.0,0.0,0.0,3629.0,1931.0,1698.0,6169.0,3205.0,2964.0,3307.0,1777.0,1530.0,1770.0,891.0,879.0,1716.0,894.0,822.0,7.0,2.0,5.0
