,,,,,,"B-16 MARGINAL WORKERS AND NON WORKERS SEEKING/ AVAILABLE FOR WORK CLASSIFIED BY EDUCATIONAL LEVEL, AGE AND SEX - 2011",,,,,,,,,,,,,,,,,,,,,,,,
Table,State,District,Area,Total/,Marginal,Educational ,Total,,,Age-Group,,,,,,,,,,,,,,,,,,,,
Name,Code,Code,Name,Rural/,and,level,,,,5-14,,,15-19,,,20-24,,,25-29,,,30-34,,,35+,,,Age not stated,,
,,,,Urban,Non-workers,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females
,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0616,34,000,State - PUDUCHERRY,Total,Marginal workers seeking / available for work,Total,16806.0,10466.0,6340.0,219.0,122.0,97.0,970.0,619.0,351.0,2813.0,1787.0,1026.0,3189.0,2029.0,1160.0,2596.0,1623.0,973.0,7002.0,4276.0,2726.0,17.0,10.0,7.0
B0616,34,000,State - PUDUCHERRY,Total,Marginal workers seeking / available for work,Illiterate,3056.0,1248.0,1808.0,40.0,23.0,17.0,27.0,14.0,13.0,119.0,57.0,62.0,218.0,93.0,125.0,322.0,119.0,203.0,2328.0,941.0,1387.0,2.0,1.0,1.0
B0616,34,000,State - PUDUCHERRY,Total,Marginal workers seeking / available for work,Literate,13750.0,9218.0,4532.0,179.0,99.0,80.0,943.0,605.0,338.0,2694.0,1730.0,964.0,2971.0,1936.0,1035.0,2274.0,1504.0,770.0,4674.0,3335.0,1339.0,15.0,9.0,6.0
B0616,34,000,State - PUDUCHERRY,Total,Marginal workers seeking / available for work,Literate but below matric/secondary,5950.0,3951.0,1999.0,177.0,98.0,79.0,310.0,222.0,88.0,670.0,463.0,207.0,1084.0,704.0,380.0,966.0,597.0,369.0,2739.0,1864.0,875.0,4.0,3.0,1.0
B0616,34,000,State - PUDUCHERRY,Total,Marginal workers seeking / available for work,Matric/secondary but below graduate,4676.0,3280.0,1396.0,0.0,0.0,0.0,552.0,321.0,231.0,1048.0,696.0,352.0,971.0,663.0,308.0,806.0,589.0,217.0,1295.0,1009.0,286.0,4.0,2.0,2.0
B0616,34,000,State - PUDUCHERRY,Total,Marginal workers seeking / available for work,Technical diploma or certificate not equal to degree,843.0,656.0,187.0,0.0,0.0,0.0,60.0,49.0,11.0,331.0,228.0,103.0,225.0,182.0,43.0,105.0,92.0,13.0,119.0,103.0,16.0,3.0,2.0,1.0
