,,,,,,"B-16 MARGINAL WORKERS AND NON WORKERS SEEKING/ AVAILABLE FOR WORK CLASSIFIED BY EDUCATIONAL LEVEL, AGE AND SEX - 2011",,,,,,,,,,,,,,,,,,,,,,,,
Table,State,District,Area,Total/,Marginal,Educational ,Total,,,Age-Group,,,,,,,,,,,,,,,,,,,,
Name,Code,Code,Name,Rural/,and,level,,,,5-14,,,15-19,,,20-24,,,25-29,,,30-34,,,35+,,,Age not stated,,
,,,,Urban,Non-workers,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females
,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0616,15,000,State - MIZORAM,Total,Marginal workers seeking / available for work,Total,21926.0,10905.0,11021.0,588.0,301.0,287.0,3218.0,1706.0,1512.0,5258.0,2825.0,2433.0,4418.0,2180.0,2238.0,2882.0,1405.0,1477.0,5551.0,2483.0,3068.0,11.0,5.0,6.0
B0616,15,000,State - MIZORAM,Total,Marginal workers seeking / available for work,Illiterate,2185.0,756.0,1429.0,111.0,53.0,58.0,319.0,141.0,178.0,375.0,137.0,238.0,370.0,106.0,264.0,227.0,68.0,159.0,782.0,251.0,531.0,1.0,0.0,1.0
B0616,15,000,State - MIZORAM,Total,Marginal workers seeking / available for work,Literate,19741.0,10149.0,9592.0,477.0,248.0,229.0,2899.0,1565.0,1334.0,4883.0,2688.0,2195.0,4048.0,2074.0,1974.0,2655.0,1337.0,1318.0,4769.0,2232.0,2537.0,10.0,5.0,5.0
B0616,15,000,State - MIZORAM,Total,Marginal workers seeking / available for work,Literate but below matric/secondary,12790.0,6447.0,6343.0,470.0,244.0,226.0,2001.0,1131.0,870.0,2750.0,1508.0,1242.0,2234.0,1160.0,1074.0,1660.0,788.0,872.0,3668.0,1613.0,2055.0,7.0,3.0,4.0
B0616,15,000,State - MIZORAM,Total,Marginal workers seeking / available for work,Matric/secondary but below graduate,5061.0,2724.0,2337.0,0.0,0.0,0.0,854.0,417.0,437.0,1688.0,952.0,736.0,1213.0,625.0,588.0,611.0,335.0,276.0,695.0,395.0,300.0,0.0,0.0,0.0
B0616,15,000,State - MIZORAM,Total,Marginal workers seeking / available for work,Technical diploma or certificate not equal to degree,41.0,18.0,23.0,0.0,0.0,0.0,2.0,2.0,0.0,14.0,9.0,5.0,16.0,3.0,13.0,4.0,1.0,3.0,5.0,3.0,2.0,0.0,0.0,0.0
