,,,,,,"B-16 MARGINAL WORKERS AND NON WORKERS SEEKING/ AVAILABLE FOR WORK CLASSIFIED BY EDUCATIONAL LEVEL, AGE AND SEX - 2011",,,,,,,,,,,,,,,,,,,,,,,,
Table,State,District,Area,Total/,Marginal,Educational ,Total,,,Age-Group,,,,,,,,,,,,,,,,,,,,
Name,Code,Code,Name,Rural/,and,level,,,,5-14,,,15-19,,,20-24,,,25-29,,,30-34,,,35+,,,Age not stated,,
,,,,Urban,Non-workers,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females
,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0616,24,000,State - GUJARAT,Total,Marginal workers seeking / available for work,Total,1069845.0,564562.0,505283.0,43419.0,23272.0,20147.0,185775.0,110498.0,75277.0,231756.0,141107.0,90649.0,171275.0,96870.0,74405.0,124330.0,60725.0,63605.0,309545.0,130153.0,179392.0,3745.0,1937.0,1808.0
B0616,24,000,State - GUJARAT,Total,Marginal workers seeking / available for work,Illiterate,342007.0,101622.0,240385.0,11455.0,5544.0,5911.0,30598.0,12806.0,17792.0,44313.0,15490.0,28823.0,43714.0,13380.0,30334.0,42912.0,11208.0,31704.0,167866.0,42840.0,125026.0,1149.0,354.0,795.0
B0616,24,000,State - GUJARAT,Total,Marginal workers seeking / available for work,Literate,727838.0,462940.0,264898.0,31964.0,17728.0,14236.0,155177.0,97692.0,57485.0,187443.0,125617.0,61826.0,127561.0,83490.0,44071.0,81418.0,49517.0,31901.0,141679.0,87313.0,54366.0,2596.0,1583.0,1013.0
B0616,24,000,State - GUJARAT,Total,Marginal workers seeking / available for work,Literate but below matric/secondary,453928.0,280150.0,173778.0,30100.0,16705.0,13395.0,111327.0,69364.0,41963.0,105692.0,70006.0,35686.0,67879.0,42529.0,25350.0,47075.0,26981.0,20094.0,90509.0,53743.0,36766.0,1346.0,822.0,524.0
B0616,24,000,State - GUJARAT,Total,Marginal workers seeking / available for work,Matric/secondary but below graduate,161491.0,112413.0,49078.0,0.0,0.0,0.0,31420.0,20600.0,10820.0,49440.0,34780.0,14660.0,33046.0,23636.0,9410.0,19592.0,13420.0,6172.0,27459.0,19626.0,7833.0,534.0,351.0,183.0
