,,,,,,"B-16 MARGINAL WORKERS AND NON WORKERS SEEKING/ AVAILABLE FOR WORK CLASSIFIED BY EDUCATIONAL LEVEL, AGE AND SEX - 2011",,,,,,,,,,,,,,,,,,,,,,,,
Table,State,District,Area,Total/,Marginal,Educational ,Total,,,Age-Group,,,,,,,,,,,,,,,,,,,,
Name,Code,Code,Name,Rural/,and,level,,,,5-14,,,15-19,,,20-24,,,25-29,,,30-34,,,35+,,,Age not stated,,
,,,,Urban,Non-workers,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females
,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0616,25,000,State - DAMAN & DIU,Total,Marginal workers seeking / available for work,Total,1235.0,772.0,463.0,38.0,26.0,12.0,184.0,138.0,46.0,296.0,208.0,88.0,212.0,134.0,78.0,147.0,83.0,64.0,356.0,182.0,174.0,2.0,1.0,1.0
B0616,25,000,State - DAMAN & DIU,Total,Marginal workers seeking / available for work,Illiterate,208.0,81.0,127.0,9.0,3.0,6.0,22.0,14.0,8.0,22.0,15.0,7.0,28.0,8.0,20.0,20.0,7.0,13.0,107.0,34.0,73.0,0.0,0.0,0.0
B0616,25,000,State - DAMAN & DIU,Total,Marginal workers seeking / available for work,Literate,1027.0,691.0,336.0,29.0,23.0,6.0,162.0,124.0,38.0,274.0,193.0,81.0,184.0,126.0,58.0,127.0,76.0,51.0,249.0,148.0,101.0,2.0,1.0,1.0
B0616,25,000,State - DAMAN & DIU,Total,Marginal workers seeking / available for work,Literate but below matric/secondary,563.0,374.0,189.0,29.0,23.0,6.0,104.0,88.0,16.0,125.0,91.0,34.0,76.0,48.0,28.0,68.0,36.0,32.0,161.0,88.0,73.0,0.0,0.0,0.0
B0616,25,000,State - DAMAN & DIU,Total,Marginal workers seeking / available for work,Matric/secondary but below graduate,354.0,250.0,104.0,0.0,0.0,0.0,54.0,32.0,22.0,110.0,77.0,33.0,82.0,60.0,22.0,44.0,31.0,13.0,63.0,49.0,14.0,1.0,1.0,0.0
B0616,25,000,State - DAMAN & DIU,Total,Marginal workers seeking / available for work,Technical diploma or certificate not equal to degree,17.0,12.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,7.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0
