,,,,,,"B-16 MARGINAL WORKERS AND NON WORKERS SEEKING/ AVAILABLE FOR WORK CLASSIFIED BY EDUCATIONAL LEVEL, AGE AND SEX - 2011",,,,,,,,,,,,,,,,,,,,,,,,
Table,State,District,Area,Total/,Marginal,Educational ,Total,,,Age-Group,,,,,,,,,,,,,,,,,,,,
Name,Code,Code,Name,Rural/,and,level,,,,5-14,,,15-19,,,20-24,,,25-29,,,30-34,,,35+,,,Age not stated,,
,,,,Urban,Non-workers,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females
,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0616,28,000,State - ANDHRA PRADESH,Total,Marginal workers seeking / available for work,Total,2902184.0,1396653.0,1505531.0,80001.0,39203.0,40798.0,282745.0,146338.0,136407.0,447907.0,231599.0,216308.0,447495.0,213477.0,234018.0,358249.0,165583.0,192666.0,1264175.0,589555.0,674620.0,21612.0,10898.0,10714.0
B0616,28,000,State - ANDHRA PRADESH,Total,Marginal workers seeking / available for work,Illiterate,1436734.0,506981.0,929753.0,26026.0,11279.0,14747.0,58405.0,22305.0,36100.0,116012.0,36630.0,79382.0,170315.0,50647.0,119668.0,175436.0,54596.0,120840.0,882458.0,328694.0,553764.0,8082.0,2830.0,5252.0
B0616,28,000,State - ANDHRA PRADESH,Total,Marginal workers seeking / available for work,Literate,1465450.0,889672.0,575778.0,53975.0,27924.0,26051.0,224340.0,124033.0,100307.0,331895.0,194969.0,136926.0,277180.0,162830.0,114350.0,182813.0,110987.0,71826.0,381717.0,260861.0,120856.0,13530.0,8068.0,5462.0
B0616,28,000,State - ANDHRA PRADESH,Total,Marginal workers seeking / available for work,Literate but below matric/secondary,731443.0,403273.0,328170.0,49467.0,25526.0,23941.0,110669.0,60291.0,50378.0,132769.0,69012.0,63757.0,124801.0,60814.0,63987.0,92093.0,46884.0,45209.0,217663.0,138594.0,79069.0,3981.0,2152.0,1829.0
B0616,28,000,State - ANDHRA PRADESH,Total,Marginal workers seeking / available for work,Matric/secondary but below graduate,420356.0,280566.0,139790.0,0.0,0.0,0.0,92896.0,51496.0,41400.0,119800.0,75372.0,44428.0,76741.0,52108.0,24633.0,47836.0,35082.0,12754.0,79923.0,64432.0,15491.0,3160.0,2076.0,1084.0
